Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,USD,Date,Adjusted USD,Log Price
Xolo One HD,Xolo,One HD,2300,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,No,7999,$80 ,16-Jan,103.04,4.635117262
Zen Cinemax 2,Zen,Cinemax 2,2900,5.5,Yes,540,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,3739,$90 ,16-Jan,115.92,4.752900298
Videocon Z55 Krypton,Videocon,Z55 Krypton,2200,5,Yes,720,1280,4,1000,8,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,2950,$100 ,16-Jan,128.8,4.858260814
Intex Aqua Star 4G,Intex,Aqua Star 4G,2000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4699,$100 ,16-Jan,128.8,4.858260814
Intex Cloud Cube,Intex,Cloud Cube,2000,4.5,Yes,480,854,4,512,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,2199,$50 ,16-Jan,64.4,4.165113633
Kult 10,Kult,10,2350,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4499,$110 ,16-Jan,141.68,4.953570993
Micromax Canvas Pulse 4G,Micromax,Canvas Pulse 4G,2100,5,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4150,$150 ,16-Jan,193.2,5.263725922
Asus ZenPad C 7.0 (Z170MG),Asus,ZenPad C 7.0 (Z170MG),3450,7,No,1024,600,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,6199,$100 ,16-Jan,128.8,4.858260814
iBall Andi 5.5H Weber,iBall,Andi 5.5H Weber,2200,5.5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,No,No,3999,$100 ,16-Jan,128.8,4.858260814
Micromax Canvas Mega 4G,Micromax,Canvas Mega 4G,2500,5.5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4790,$150 ,16-Jan,193.2,5.263725922
Micromax Canvas Fire 4G+,Micromax,Canvas Fire 4G+,2000,4.7,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4990,$100 ,16-Jan,128.8,4.858260814
Gionee P5W,Gionee,P5W,2000,5,Yes,720,1280,8,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,No,6999,$100 ,16-Jan,128.8,4.858260814
Samsung Galaxy J3 (6),Samsung,Galaxy J3 (6),2600,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,1,Yes,Yes,4999,$150 ,16-Jan,193.2,5.263725922
Honor 8,Honor,8,3000,5.2,Yes,1080,1920,8,4000,32,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,20246,$399 ,16-Jul,513.912,6.242052045
Asus ZenFone 3 Laser,Asus,ZenFone 3 Laser,3000,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5499,$270 ,16-Jul,347.76,5.851512587
Asus ZenFone Go (ZB450KL),Asus,ZenFone Go (ZB450KL),2070,4.5,Yes,480,854,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4499,$90 ,16-Jul,115.92,4.752900298
Lyf Wind 3,Lyf,Wind 3,2920,5.5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$120 ,16-Jul,154.56,5.04058237
Micromax Unite 4 Plus,Micromax,Unite 4 Plus,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7998,$110 ,16-Jul,141.68,4.953570993
Lyf Wind 2,Lyf,Wind 2,2850,6,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4995,$110 ,16-Jul,141.68,4.953570993
Panasonic T44 Lite,Panasonic,T44 Lite,2400,4,Yes,800,480,4,512,8,2,0.3,Android,Yes,Yes,No,2,Yes,No,2190,$50 ,16-Jul,64.4,4.165113633
Intex Cloud String v2.0,Intex,Cloud String v2.0,2200,5,Yes,1280,720,4,2000,16,8,5,Android,Yes,Yes,Yes,1,Yes,No,6499,$80 ,16-Jul,103.04,4.635117262
Lyf Water 8,Lyf,Water 8,2600,5,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7900,$150 ,16-Jul,193.2,5.263725922
Karbonn Fashion Eye,Karbonn,Fashion Eye,2000,5,No,1280,720,4,1000,8,8,3.2,Android,Yes,Yes,No,2,Yes,No,3279,$70 ,16-Jul,90.16,4.50158587
Samsung Galaxy J2 Pro,Samsung,Galaxy J2 Pro,2600,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,10480,$140 ,16-Jul,180.32,5.19473305
InFocus M535+,InFocus,M535+,2600,5.5,Yes,1080,1920,8,3000,16,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6000,$150 ,16-Jul,193.2,5.263725922
Intex Aqua Ring,Intex,Aqua Ring,2450,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,No,4997,$60 ,16-Jul,77.28,4.34743519
Lava A32,Lava,A32,1500,4,Yes,480,800,1,256,0.512,2,0.3,Android,Yes,Yes,No,2,Yes,No,1999,$50 ,16-Jul,64.4,4.165113633
Lava A68,Lava,A68,1750,4.5,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,6999,$60 ,16-Jul,77.28,4.34743519
Intex Aqua Q7N,Intex,Aqua Q7N,2000,4.5,Yes,480,854,4,512,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,2488,$60 ,16-Jul,77.28,4.34743519
Intex Aqua Pride,Intex,Aqua Pride,2800,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,3887,$60 ,16-Jul,77.28,4.34743519
Lava X17,Lava,X17,2350,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6600,$90 ,16-Jul,115.92,4.752900298
Lyf Water 4,Lyf,Water 4,2920,5,Yes,720,1280,1,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$130 ,16-Jul,167.44,5.120625078
Asus ZenFone 3 Max (ZC520TL),Asus,ZenFone 3 Max (ZC520TL),4100,5.2,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,13990,$200 ,16-Jul,257.6,5.551407994
Karbonn Aura Power,Karbonn,Aura Power,4000,5,Yes,480,854,1,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3299,$80 ,16-Jul,103.04,4.635117262
Samsung Galaxy On7 Pro,Samsung,Galaxy On7 Pro,3000,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5990,$150 ,16-Jul,193.2,5.263725922
Samsung Galaxy On5 Pro,Samsung,Galaxy On5 Pro,2600,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6480,$140 ,16-Jul,180.32,5.19473305
Samsung Galaxy J2 (2016),Samsung,Galaxy J2 (2016),2600,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,1,Yes,Yes,5990,$130 ,16-Jul,167.44,5.120625078
Intex Aqua Power 4G,Intex,Aqua Power 4G,3800,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4995,$90 ,16-Jul,115.92,4.752900298
Nubia N1,Nubia,N1,5000,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,11999,$170 ,16-Jul,218.96,5.388889065
Panasonic Eluga Note,Panasonic,Eluga Note,3000,5.5,Yes,1080,1920,8,3000,32,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,10990,$190 ,16-Jul,244.72,5.5001147
TCL 560,TCL,560,2500,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4989,$110 ,16-Jul,141.68,4.953570993
Karbonn A91 Storm,Karbonn,A91 Storm,2200,4,Yes,480,800,4,512,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999,$50 ,16-Jul,64.4,4.165113633
Vivo X7,Vivo,X7,3000,5.2,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,9999,$370 ,16-Jul,476.56,6.166593633
iBall Andi 5G Blink 4G,iBall,Andi 5G Blink 4G,2300,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4890,$70 ,16-Jul,90.16,4.50158587
Nubia Z11,Nubia,Z11,3000,5.5,Yes,1080,1920,4,6000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,20999,$500 ,16-Jul,644,6.467698726
Lyf Earth 2,Lyf,Earth 2,2500,5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6990,$300 ,16-Jul,386.4,5.956873102
Intex Aqua Classic,Intex,Aqua Classic,2100,5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,4790,$60 ,16-Jul,77.28,4.34743519
Micromax Canvas Fire 5,Micromax,Canvas Fire 5,2500,5.5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,No,7389,$80 ,16-Jul,103.04,4.635117262
Panasonic T44,Panasonic,T44,2400,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,3590,$65 ,16-Jul,83.72,4.427477898
OnePlus 3,OnePlus,3,3000,5.5,Yes,1080,1920,4,6000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,22999,$399 ,16-Jun,513.912,6.242052045
Xiaomi Redmi 3S Prime,Xiaomi,Redmi 3S Prime,4100,5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8000,$135 ,16-Jun,173.88,5.158365406
Motorola Moto Z,Motorola,Moto Z,2600,5.5,Yes,1440,2560,4,4000,64,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,11999,$699 ,16-Jun,900.312,6.80274137
Lenovo Phab 2 Plus,Lenovo,Phab 2 Plus,4050,6.4,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,9999,$300 ,16-Jun,386.4,5.956873102
Gionee S6 Pro,Gionee,S6 Pro,3130,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7999,$300 ,16-Jun,386.4,5.956873102
Oppo A37,Oppo,A37,2630,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8666,$160 ,16-Jun,206.08,5.328264443
Intex Aqua Sense 5.1,Intex,Aqua Sense 5.1,2500,5,Yes,480,854,4,512,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,2658,$60 ,16-Jun,77.28,4.34743519
Panasonic P75,Panasonic,P75,5000,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,No,5499,$90 ,16-Jun,115.92,4.752900298
Xiaomi Redmi 3S,Xiaomi,Redmi 3S,4100,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6500,$110 ,16-Jun,141.68,4.953570993
Intex Aqua View,Intex,Aqua View,2200,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4899,$120 ,16-Jun,154.56,5.04058237
Lyf Water 7,Lyf,Water 7,3000,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,494,$150 ,16-Jun,193.2,5.263725922
Lyf Wind 1,Lyf,Wind 1,2300,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7000,$120 ,16-Jun,154.56,5.04058237
Panasonic T30,Panasonic,T30,1400,4,Yes,480,800,4,512,4,5,2,Android,Yes,Yes,Yes,2,Yes,No,2488,$55 ,16-Jun,70.84,4.260423813
Lenovo Phab 2,Lenovo,Phab 2,4050,6.4,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,1,Yes,Yes,8999,$199 ,16-Jun,256.312,5.546395452
Lava X81,Lava,X81,2700,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$150 ,16-Jun,193.2,5.263725922
Lyf Wind 5,Lyf,Wind 5,2000,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8399,$110 ,16-Jun,141.68,4.953570993
Lava X46,Lava,X46,2500,5,Yes,720,1280,4,2000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,9700,$130 ,16-Jun,167.44,5.120625078
Samsung Galaxy J3 Pro,Samsung,Galaxy J3 Pro,2600,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8299,$150 ,16-Jun,193.2,5.263725922
Swipe Elite Plus,Swipe,Elite Plus,3050,5,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,2999,$100 ,16-Jun,128.8,4.858260814
Lava A82,Lava,A82,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,8999,$90 ,16-Jun,115.92,4.752900298
Intex Aqua Shine 4G,Intex,Aqua Shine 4G,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4500,$100 ,16-Jun,128.8,4.858260814
LG Stylus 2 Plus,LG,Stylus 2 Plus,3000,5.7,Yes,1080,1920,8,3000,16,16,8,Android,Yes,Yes,Yes,1,Yes,Yes,8999,$250 ,16-Jun,322,5.774551546
LG X Power,LG,X Power,4100,5.3,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$200 ,16-Jun,257.6,5.551407994
Zen Admire SXY,Zen,Admire SXY,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2639,$70 ,16-Jun,90.16,4.50158587
Lava A59,Lava,A59,1750,4.5,Yes,480,800,4,512,4,5,0.3,Android,Yes,Yes,No,2,Yes,No,4199,$80 ,16-Jun,103.04,4.635117262
Lava A48,Lava,A48,1300,4,Yes,480,800,4,512,4,2,0.3,Android,Yes,Yes,No,2,Yes,No,2399,$60 ,16-Jun,77.28,4.34743519
Lava A79,Lava,A79,2200,5.5,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,4200,$90 ,16-Jun,115.92,4.752900298
Samsung Galaxy S7 Edge,Samsung,Galaxy S7 Edge,3600,5.5,Yes,1440,2560,8,4000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,39996,$799 ,16-Mar,1029.112,6.936451573
Samsung Galaxy S7,Samsung,Galaxy S7,3000,5.1,Yes,1440,2560,8,4000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,23999,$669 ,16-Mar,861.672,6.758874688
Apple iPhone SE,Apple,iPhone SE,1624,4,Yes,640,1136,1,2000,16,12,1.2,iOS,Yes,Yes,Yes,1,Yes,Yes,16999,$399 ,16-Mar,513.912,6.242052045
Oppo F1 Plus,Oppo,F1 Plus,2850,5.5,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,17990,$400 ,16-Mar,515.2,6.244555175
InFocus Bingo 50,InFocus,Bingo 50,2500,5,Yes,720,1280,4,3000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,9990,$125 ,16-Mar,161,5.081404365
Karbonn Quattro L52,Karbonn,Quattro L52,2250,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8649,$132 ,16-Mar,170.016,5.13589255
InFocus Bingo 10,InFocus,Bingo 10,2000,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,No,3199,$65 ,16-Mar,83.72,4.427477898
Samsung Galaxy A9 Pro,Samsung,Galaxy A9 Pro,5000,6,Yes,1080,1920,8,4000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,19980,$480 ,16-Mar,618.24,6.426876732
Samsung Galaxy J7 (2016),Samsung,Galaxy J7 (2016),3300,5.5,Yes,720,1080,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,13450,$240 ,16-Mar,309.12,5.733729551
Vivo Y31L,Vivo,Y31L,2200,4.7,Yes,540,960,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8599,$150 ,16-Mar,193.2,5.263725922
Reach Cogent,Reach,Cogent,2000,4,Yes,480,800,4,1000,8,3.2,1.3,Android,Yes,Yes,No,2,Yes,No,2200,$50 ,16-Mar,64.4,4.165113633
Videocon Krypton V50FG,Videocon,Krypton V50FG,2200,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6600,$90 ,16-Mar,115.92,4.752900298
Intex Cloud Force,Intex,Cloud Force,2500,5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3333,$70 ,16-Mar,90.16,4.50158587
Intex Aqua 4G Strong,Intex,Aqua 4G Strong,1700,4,Yes,480,800,4,768,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,6500,$80 ,16-Mar,103.04,4.635117262
InFocus Bingo 20 (M425),InFocus,Bingo 20 (M425),2300,4.5,Yes,850,480,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4490,$80 ,16-Mar,103.04,4.635117262
Panasonic T50,Panasonic,T50,1600,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,6760,$80 ,16-Mar,103.04,4.635117262
Lyf Wind 6,Lyf,Wind 6,2250,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499,$90 ,16-Mar,115.92,4.752900298
Asus ZenFone 3 Deluxe (ZS570KL),Asus,ZenFone 3 Deluxe (ZS570KL),3000,5.7,Yes,1080,1920,4,6000,256,23,8,Android,Yes,Yes,Yes,2,Yes,Yes,44999,$499 ,16-May,642.712,6.465696723
Asus ZenFone 3 (ZE552KL),Asus,ZenFone 3 (ZE552KL),3000,5.5,Yes,1080,1920,8,4000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,14999,$399 ,16-May,513.912,6.242052045
Smartron t.phone,Smartron,t.phone,3000,5.5,Yes,1080,1920,8,4000,32,13,4,Android,Yes,Yes,Yes,2,Yes,Yes,5490,$360 ,16-May,463.68,6.139194659
Motorola Moto G4 Plus,Motorola,Moto G4 Plus,3000,5.5,Yes,1080,1920,8,2000,16,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999,$250 ,16-May,322,5.774551546
Coolpad Max,Coolpad,Max,2800,5.5,Yes,1080,1920,8,4000,64,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8499,$370 ,16-May,476.56,6.166593633
Xiaomi Mi Max,Xiaomi,Mi Max,4850,6.44,Yes,1080,1920,6,3000,32,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,11990,$230 ,16-May,296.24,5.691169937
Lenovo Zuk Z1,Lenovo,Zuk Z1,4100,5.5,Yes,1080,1920,4,3000,64,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7499,$300 ,16-May,386.4,5.956873102
Yu Yunicorn,Yu,nicorn,4000,5.5,Yes,1080,1920,8,4000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$200 ,16-May,257.6,5.551407994
Coolpad Note 3 Plus,Coolpad,Note 3 Plus,3000,5.5,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6249,$135 ,16-May,173.88,5.158365406
LeEco Le 1s Eco,LeEco,Le 1s Eco,3000,5.5,Yes,1080,1920,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7990,$150 ,16-May,193.2,5.263725922
Intex Cloud Glory 4G,Intex,Cloud Glory 4G,1800,4.5,Yes,480,584,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4499,$80 ,16-May,103.04,4.635117262
Lyf Flame 6,Lyf,Flame 6,1750,4,Yes,480,800,4,512,4,2,2,Android,Yes,Yes,No,2,Yes,Yes,1999,$60 ,16-May,77.28,4.34743519
Lyf Flame 4,Lyf,Flame 4,1400,4,Yes,480,800,4,512,8,2,0.3,Android,Yes,Yes,No,2,Yes,Yes,4199,$50 ,16-May,64.4,4.165113633
Panasonic Eluga A2,Panasonic,Eluga A2,4000,5,Yes,720,1280,4,3000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5430,$150 ,16-May,193.2,5.263725922
Micromax Canvas Selfie 4,Micromax,Canvas Selfie 4,2500,5,Yes,720,1280,4,1000,8,8,8,Android,Yes,Yes,Yes,2,Yes,No,5970,$100 ,16-May,128.8,4.858260814
Micromax Bolt Selfie,Micromax,Bolt Selfie,1750,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4299,$80 ,16-May,103.04,4.635117262
Intex Cloud String HD,Intex,Cloud String HD,2200,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$90 ,16-May,115.92,4.752900298
Intex Aqua Secure,Intex,Aqua Secure,1900,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4866,$100 ,16-May,128.8,4.858260814
Motorola Moto G4 Play,Motorola,Moto G4 Play,2800,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6990,$150 ,16-May,193.2,5.263725922
Sony Xperia XA Ultra,Sony,Xperia XA Ultra,2700,6,Yes,1080,1920,8,3000,16,21.5,16,Android,Yes,Yes,Yes,1,Yes,Yes,7999,$300 ,16-May,386.4,5.956873102
Lenovo Vibe C,Lenovo,Vibe C,2300,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,1,Yes,Yes,4500,$100 ,16-May,128.8,4.858260814
HTC Desire 628 Dual SIM,HTC,Desire 628 Dual SIM,2200,5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6498,$200 ,16-May,257.6,5.551407994
Lyf Wind 4,Lyf,Wind 4,4000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,5999,$120 ,16-May,154.56,5.04058237
Lyf Flame 2,Lyf,Flame 2,1500,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3599,$60 ,16-May,77.28,4.34743519
Lava A67,Lava,A67,2000,5,Yes,480,800,4,512,4,5,2,Android,Yes,Yes,Yes,2,Yes,No,3399,$80 ,16-May,103.04,4.635117262
Micromax Canvas XP 4G,Micromax,Canvas XP 4G,2000,5,Yes,720,1280,4,3000,16,8,2,Android,No,No,No,2,Yes,Yes,4595,$120 ,16-May,154.56,5.04058237
Intex Cloud Fame,Intex,Cloud Fame,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,No,2,Yes,Yes,3949,$80 ,16-May,103.04,4.635117262
Intex Aqua Joy,Intex,Aqua Joy,1450,4,Yes,480,800,4,512,4,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,2666,$50 ,16-May,64.4,4.165113633
HTC Desire 830,HTC,Desire 830,2800,5.5,Yes,1080,1920,8,3000,32,13,4,Android,Yes,Yes,No,1,Yes,Yes,7999,$280 ,16-May,360.64,5.887880231
Micromax Canvas Mega 2,Micromax,Canvas Mega 2,3000,6,Yes,540,960,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7530,$150 ,16-May,193.2,5.263725922
iBall Andi 5N Dude,iBall,Andi 5N Dude,2000,5,Yes,480,854,4,512,4,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999,$70 ,16-May,90.16,4.50158587
Honor 5C,Honor,5C,3000,5.2,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,No,9999,$200 ,16-May,257.6,5.551407994
Panasonic Eluga I3,Panasonic,Eluga I3,2700,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5549,$150 ,16-May,193.2,5.263725922
Swipe Elite Note,Swipe,Elite Note,3000,5.5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7500,$130 ,16-May,167.44,5.120625078
Asus ZenFone Go 4.5 (ZB452KG),Asus,ZenFone Go 4.5 (ZB452KG),2070,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3999,$90 ,16-May,115.92,4.752900298
Intex Aqua 4.5 Pro,Intex,Aqua 4.5 Pro,1500,4.5,Yes,480,854,4,1000,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,4750,$80 ,16-May,103.04,4.635117262
ZTE Blade A910,ZTE,Blade A910,2540,5.5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$200 ,16-May,257.6,5.551407994
ZTE Blade V7 Max,ZTE,Blade V7 Max,3000,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,4500,$250 ,16-May,322,5.774551546
LeEco Le 2 Pro,LeEco,Le 2 Pro,3000,5.5,Yes,1080,1920,10,4000,32,21,8,Android,Yes,Yes,Yes,1,Yes,Yes,5890,$230 ,16-May,296.24,5.691169937
Nubia Z11 mini,Nubia,Z11 mini,2800,5,Yes,1080,1920,8,3000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,9999,$250 ,16-May,322,5.774551546
Gionee Pioneer P5W,Gionee,Pioneer P5W,2000,5,Yes,720,1280,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,No,4800,$100 ,16-May,128.8,4.858260814
HTC 10 Lifestyle,HTC,10 Lifestyle,3000,5.2,Yes,1440,2560,8,3000,32,12,5,Android,Yes,Yes,Yes,1,Yes,Yes,9751,$500 ,16-May,644,6.467698726
OnePlus 3T,OnePlus,3T,3400,5.5,Yes,1080,1920,4,6000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,19999,$439 ,16-Nov,565.432,6.337590041
Xiaomi Redmi 4A,Xiaomi,Redmi 4A,3120,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$75 ,16-Nov,96.6,4.570578741
Xiaomi Redmi 4,Xiaomi,Redmi 4,4100,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999,$105 ,16-Nov,135.24,4.907050978
Lenovo K6 Power,Lenovo,K6 Power,4000,5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8500,$150 ,16-Nov,193.2,5.263725922
Oppo A57,Oppo,A57,2900,5.2,Yes,720,1280,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,12000,$230 ,16-Nov,296.24,5.691169937
Vivo V5,Vivo,V5,3000,5.5,Yes,720,1280,8,4000,32,13,20,Android,Yes,Yes,Yes,2,Yes,Yes,16541,$265 ,16-Nov,341.32,5.832820454
