Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,USD,Date,Adjusted USD,Log Price
Honor 7A,Honor,7A,3000,5.7,Yes,720,1440,8,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$130 ,18-Apr,161.72,5.085866445
Moto G6 Plus,Motorola,Moto G6 Plus,3200,5.93,Yes,1080,2160,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,12900,$380 ,18-Apr,472.72,6.158503247
Samsung Galaxy Note 9,Samsung,Galaxy Note 9,4000,6.4,Yes,1440,2960,8,6000,128,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,56999,$999 ,18-Aug,1242.756,7.125086773
Oppo R17 Pro,Oppo,R17 Pro,3700,6.4,Yes,1080,2340,8,8000,128,12,25,Android,Yes,Yes,Yes,2,Yes,Yes,21299,$600 ,18-Aug,746.4,6.61526165
Nokia 5.1 Plus,Nokia,5.1 Plus,3060,5.86,Yes,720,1520,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$150 ,18-Aug,186.6,5.228967288
Poco F1,Poco,F1,4000,6.18,Yes,1080,2246,8,6000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,14990,$300 ,18-Aug,373.2,5.922114469
Nokia 6.1 Plus,Nokia,6.1 Plus,3060,5.8,Yes,1080,2280,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,8999,$230 ,18-Aug,286.12,5.656411303
Honor Play,Honor,Play,3750,6.3,Yes,1080,2340,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,18011,$290 ,18-Aug,360.76,5.888212917
Meizu M16th,Meizu,M16th,3010,6,Yes,1080,2160,8,8000,128,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,19990,$395 ,18-Aug,491.38,6.197217759
BlackBerry KEY2 LE,BlackBerry,KEY2 LE,3000,4.5,Yes,1080,1620,8,4000,64,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,22990,$400 ,18-Aug,497.6,6.209796541
Realme 2,Realme,2,4230,6.2,Yes,720,1520,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8890,$130 ,18-Aug,161.72,5.085866445
Infinix Note 5,Infinix,Note 5,4500,5.99,Yes,1080,2160,8,3000,32,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,5850,$200 ,18-Aug,248.8,5.516649361
Oppo F9 Pro,Oppo,F9 Pro,3500,6.3,Yes,1080,2340,8,6000,64,16,25,Android,Yes,Yes,Yes,2,Yes,Yes,17990,$350 ,18-Aug,435.4,6.076265149
Oppo F9,Oppo,F9,3500,6.3,Yes,1080,2340,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,11994,$330 ,18-Aug,410.52,6.017424649
Samsung Galaxy J2 Core,Samsung,Galaxy J2 Core,2600,5,Yes,540,960,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6190,$100 ,18-Aug,124.4,4.82350218
10.or D2,10.or,D2,3200,5.45,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$100 ,18-Aug,124.4,4.82350218
Coolpad Mega 5A,Coolpad,Mega 5A,2500,5.47,Yes,720,1440,4,2000,16,8,5,Android,Yes,Yes,No,1,No,No,3900,$90 ,18-Aug,111.96,4.718141665
Infinix Smart 2,Infinix,Smart 2,3050,5.45,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,3999,$100 ,18-Aug,124.4,4.82350218
Yu Ace,Yu,Ace,4000,5.45,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,3999,$90 ,18-Aug,111.96,4.718141665
Homtom H5,Homtom,H5,3300,5.5,Yes,720,1440,8,3000,32,16,8,Android,Yes,Yes,No,2,Yes,Yes,4840,$100 ,18-Aug,124.4,4.82350218
Homtom H3,Homtom,H3,3500,5.5,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,4900,$90 ,18-Aug,111.96,4.718141665
Homtom H1,Homtom,H1,3000,5.5,Yes,640,1280,8,2000,16,13,8,Android,Yes,Yes,No,2,Yes,Yes,3749,$80 ,18-Aug,99.52,4.600358629
Lava Z60s,Lava,Z60s,2500,5,Yes,720,1080,4,1000,16,5,5,Android,Yes,Yes,Yes,1,No,No,4890,$80 ,18-Aug,99.52,4.600358629
Itel A22 Pro,Itel,A22 Pro,2400,5,Yes,480,960,4,2000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4350,$75 ,18-Aug,93.3,4.535820108
Itel A45,Itel,A45,2700,5.45,Yes,720,1440,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$85 ,18-Aug,105.74,4.660983251
Samsung Galaxy A8 Star,Samsung,Galaxy A8 Star,3700,6.28,Yes,1880,2220,8,6000,64,16,24,Android,Yes,Yes,Yes,2,No,No,20800,$500 ,18-Aug,622,6.432940093
Vivo Y83 Pro,Vivo,Y83 Pro,3260,6.22,Yes,720,1520,8,4000,64,13,8,Android,Yes,Yes,Yes,1,No,No,13950,$215 ,18-Aug,267.46,5.588970022
Tecno Camon iSky 2,Tecno,Camon iSky 2,3050,5.5,Yes,720,1440,4,2000,16,13,13,Android,Yes,Yes,No,2,Yes,Yes,5899,$100 ,18-Aug,124.4,4.82350218
Tecno Camon iACE,Tecno,Camon iACE,3050,5.5,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,No,2,Yes,Yes,4599,$90 ,18-Aug,111.96,4.718141665
Oppo R17,Oppo,R17,3500,6.4,Yes,1080,2280,8,8000,128,16,25,Android,Yes,Yes,Yes,1,No,No,17990,$500 ,18-Aug,622,6.432940093
Meizu 16,Meizu,16,3010,6,Yes,1080,2160,8,6000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,19490,$395 ,18-Aug,491.38,6.197217759
BlackBerry Evolve,BlackBerry,Evolve,4000,5.99,Yes,1080,2160,8,4000,64,13,16,Android,Yes,Yes,Yes,1,No,No,13999,$365 ,18-Aug,454.06,6.118229348
Samsung Galaxy On8 (2018),Samsung,Galaxy On8 (2018),3500,6,Yes,720,1480,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,19990,$240 ,18-Aug,298.56,5.698970918
Honor View 20,Honor,View 20,4000,6.4,Yes,1080,2310,8,6000,128,48,25,Android,Yes,Yes,Yes,1,No,No,25120,$580 ,18-Dec,721.52,6.581360098
Asus ZenFone Max Pro M2,Asus,ZenFone Max Pro M2,5000,6.26,Yes,1080,2280,8,3000,32,12,13,Android,Yes,Yes,Yes,2,Yes,Yes,11999,$270 ,18-Dec,335.88,5.816753953
Nokia 8.1,Nokia,8.1,3500,6.18,Yes,1080,2244,8,4000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,18000,$400 ,18-Dec,497.6,6.209796541
Asus ZenFone Max M2,Asus,ZenFone Max M2,4000,6.26,Yes,720,1520,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7499,$180 ,18-Dec,223.92,5.411288845
Micromax Infinity N12,Micromax,Infinity N12,4000,6.19,Yes,720,1500,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,6299,$150 ,18-Dec,186.6,5.228967288
Micromax Infinity N11,Micromax,Infinity N11,4000,6.19,Yes,720,1500,8,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5899,$120 ,18-Dec,149.28,5.005823737
Tambo TA-3,Tambo,TA-3,2100,4.95,Yes,480,960,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3790,$80 ,18-Dec,99.52,4.600358629
Tambo TA-2,Tambo,TA-2,2500,5,Yes,480,854,8,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3400,$70 ,18-Dec,87.08,4.466827236
Meizu M6T,Meizu,M6T,3300,5.7,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,8999,$120 ,18-Dec,149.28,5.005823737
Meizu C9,Meizu,C9,3000,5.45,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,3539,$80 ,18-Dec,99.52,4.600358629
Redmi Note 5 Pro,Xiaomi,Redmi Note 5 Pro,4000,5.99,Yes,1080,2160,8,4000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,9349,$200 ,18-Feb,248.8,5.516649361
Infinix Hot S3,Infinix,Hot S3,4000,5.65,Yes,720,1440,8,3000,32,13,20,Android,Yes,Yes,Yes,2,Yes,Yes,9999,$140 ,18-Feb,174.16,5.159974417
Redmi Note 5,Xiaomi,Redmi Note 5,4000,5.99,Yes,1080,2160,8,3000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,8699,$155 ,18-Feb,192.82,5.261757111
Sony Xperia XZ2,Sony,Xperia XZ2,3180,5.7,Yes,1080,2160,8,4000,64,19,5,Android,Yes,Yes,Yes,2,Yes,Yes,57900,$800 ,18-Feb,995.2,6.902943722
Nokia 8110 4G,Nokia,8110 4G,1500,2.45,No,240,320,2,512,4,2,0,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,2999,$97 ,18-Feb,120.668,4.793042973
Alcatel 3V,Alcatel,3V,3000,6,Yes,1080,2160,4,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,10999,$220 ,18-Feb,273.68,5.611959541
Alcatel 3X,Alcatel,3X,3000,5.7,Yes,720,1440,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999,$180 ,18-Feb,223.92,5.411288845
Cat S61,Cat,S61,4500,5.2,Yes,1080,1920,8,4000,64,16,8,Android,Yes,Yes,No,1,No,No,67900,$999 ,18-Feb,1242.756,7.125086773
Karbonn Titanium Jumbo 2,Karbonn,Titanium Jumbo 2,4000,5.5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8226,$95 ,18-Feb,118.18,4.772208886
Celkon UniQ,Celkon,UniQ,2700,5,Yes,720,1280,4,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,7249,$120 ,18-Feb,149.28,5.005823737
Comio C2 Lite,Comio,C2 Lite,3900,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999,$80 ,18-Feb,99.52,4.600358629
Comio S1 Lite,Comio,S1 Lite,3050,5,Yes,720,1280,4,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5399,$120 ,18-Feb,149.28,5.005823737
Ziox Duopix F9,Ziox,Duopix F9,2500,5,Yes,720,1280,4,1000,16,8,8,Android,Yes,Yes,Yes,1,No,No,3599,$90 ,18-Feb,111.96,4.718141665
Intex Aqua Lions T1 Lite,Intex,Aqua Lions T1 Lite,2200,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,1,No,No,3799,$60 ,18-Feb,74.64,4.312676557
Panasonic P100,Panasonic,P100,2200,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,No,2,Yes,Yes,4499,$85 ,18-Feb,105.74,4.660983251
InFocus A2,InFocus,A2,2400,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,1,No,No,3899,$80 ,18-Feb,99.52,4.600358629
Nokia 6.1,Nokia,6.1,3000,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,8849,$270 ,18-Jan,335.88,5.816753953
Honor View 10,Honor,View 10,3750,5.99,Yes,1080,2160,8,6000,128,16,13,Android,Yes,Yes,Yes,2,Yes,Yes,15899,$500 ,18-Jan,622,6.432940093
Smartron t.phone P,Smartron,t.phone P,5000,5.2,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,10500,$140 ,18-Jan,174.16,5.159974417
Oppo A83,Oppo,A83,3180,5.7,Yes,720,1440,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6799,$200 ,18-Jan,248.8,5.516649361
Honor 9 Lite,Honor,9 Lite,3000,5.65,Yes,1080,2160,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,8929,$170 ,18-Jan,211.48,5.354130431
Samsung Galaxy A8+ (2018),Samsung,Galaxy A8+ (2018),3500,6,Yes,1080,2220,8,6000,64,16,16,Android,Yes,Yes,Yes,1,No,No,16900,$600 ,18-Jan,746.4,6.61526165
Tecno Camon i,Tecno,Camon i,3050,5.65,Yes,720,1440,4,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,5930,$150 ,18-Jan,186.6,5.228967288
iVoomi i1,iVoomi,i1,3000,5.45,Yes,640,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4240,$100 ,18-Jan,124.4,4.82350218
Samsung Galaxy On7 Prime,Samsung,Galaxy On7 Prime,3300,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,10990,$200 ,18-Jan,248.8,5.516649361
Oppo A83 (2018),Oppo,A83 (2018),3180,5.7,Yes,720,1440,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9490,$200 ,18-Jan,248.8,5.516649361
Oppo A71 (2018),Oppo,A71 (2018),3000,5.2,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,No,2,Yes,Yes,7999,$180 ,18-Jan,223.92,5.411288845
Ziox Astra Star,Ziox,Astra Star,2350,5,Yes,480,854,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3799,$70 ,18-Jan,87.08,4.466827236
HTC U11 EYEs,HTC,U11 EYEs,3930,6,Yes,1080,2160,8,4000,64,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,19999,$500 ,18-Jan,622,6.432940093
Karbonn Titanium Frames S7,Karbonn,Titanium Frames S7,3000,5.5,Yes,1080,1920,4,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,4799,$100 ,18-Jan,124.4,4.82350218
iVoomi i1s,iVoomi,i1s,3000,5.45,Yes,640,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$115 ,18-Jan,143.06,4.963264123
Sony Xperia L2,Sony,Xperia L2,3300,5.5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,73300,$250 ,18-Jan,311,5.739792912
Sony Xperia XA2 Ultra,Sony,Xperia XA2 Ultra,3580,6,Yes,1080,1920,8,4000,32,23,16,Android,Yes,Yes,Yes,2,Yes,Yes,74164,$450 ,18-Jan,559.8,6.327579577
Micromax Bharat 5 Plus,Micromax,Bharat 5 Plus,5000,5.2,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,1,No,No,4470,$90 ,18-Jan,111.96,4.718141665
Xiaomi Mi A2,Xiaomi,Mi A2,3000,5.99,Yes,1080,2160,8,4000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,8990,$290 ,18-Jul,360.76,5.888212917
Honor 9N,Honor,9N,3000,5.84,Yes,1080,2280,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,7499,$200 ,18-Jul,248.8,5.516649361
Huawei Nova 3i,Huawei,Nova 3i,3340,6.3,Yes,1080,2340,8,4000,128,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,21999,$300 ,18-Jul,373.2,5.922114469
Huawei Nova 3,Huawei,Nova 3,3750,6.3,Yes,1080,2340,8,6000,128,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,15999,$450 ,18-Jul,559.8,6.327579577
Samsung Galaxy J8,Samsung,Galaxy J8,3500,6,Yes,720,1440,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,15499,$280 ,18-Jul,348.32,5.853121597
Moto E5 Plus,Motorola,Moto E5 Plus,5000,6,Yes,720,1440,8,3000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,9399,$180 ,18-Jul,223.92,5.411288845
Infinix Hot 6 Pro,Infinix,Hot 6 Pro,4000,5.99,Yes,720,1440,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999,$120 ,18-Jul,149.28,5.005823737
Tecno Camon iTwin,Tecno,Camon iTwin,4000,6,Yes,720,1440,4,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,8990,$155 ,18-Jul,192.82,5.261757111
Alcatel 5V,Alcatel,5V,4000,6.2,Yes,720,1500,8,3000,32,12,8,Android,Yes,Yes,Yes,1,No,No,12999,$199 ,18-Jul,247.556,5.511636819
Intex Infie 33,Intex,Infie 33,3000,5.34,Yes,480,960,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499,$80 ,18-Jul,99.52,4.600358629
Intex Infie 3,Intex,Infie 3,2000,4.95,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3450,$60 ,18-Jul,74.64,4.312676557
Oppo A3s,Oppo,A3s,4230,6.2,Yes,720,1520,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,No,7450,$160 ,18-Jul,199.04,5.29350581
Oppo A5,Oppo,A5,4230,6.2,Yes,720,1520,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8990,$225 ,18-Jul,279.9,5.634432397
Vivo Z10,Vivo,Z10,3225,6,Yes,720,1440,8,4000,32,16,24,Android,Yes,Yes,Yes,1,No,No,7994,$300 ,18-Jul,373.2,5.922114469
Samsung Galaxy On6,Samsung,Galaxy On6,3000,5.6,Yes,720,1480,8,4000,64,13,8,Android,Yes,Yes,No,2,Yes,Yes,17600,$175 ,18-Jul,217.7,5.383117968
Alcatel 1,Alcatel,1,2000,5,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,1,Yes,Yes,3499,$90 ,18-Jul,111.96,4.718141665
Asus ZenFone 5Z (ZS620KL),Asus,ZenFone 5Z (ZS620KL),3300,6.2,Yes,1080,2246,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,18999,$499 ,18-Jun,620.756,6.43093809
Vivo Nex,Vivo,Nex,4000,6.59,Yes,1080,2316,8,8000,128,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,29999,$700 ,18-Jun,870.8,6.769412329
Oppo Find X,Oppo,Find X,3730,6.42,Yes,1080,2340,8,8000,256,16,25,Android,Yes,Yes,Yes,2,Yes,Yes,59090,$750 ,18-Jun,933,6.838405201
Xiaomi Redmi 6 Pro,Xiaomi,Redmi 6 Pro,4000,5.84,Yes,1080,2280,8,3000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,8290,$150 ,18-Jun,186.6,5.228967288
Xiaomi Redmi 6A,Xiaomi,Redmi 6A,3000,5.45,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5699,$100 ,18-Jun,124.4,4.82350218
Xiaomi Redmi Y2,Xiaomi,Redmi Y2,3080,5.99,Yes,720,1440,8,3000,32,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,7999,$150 ,18-Jun,186.6,5.228967288
Redmi 6,Xiaomi,Redmi 6,3000,5.45,Yes,720,1440,8,3000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,7180,$125 ,18-Jun,155.5,5.046645732
iVoomi i2 Lite,iVoomi,i2 Lite,4000,5.45,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$100 ,18-Jun,124.4,4.82350218
Vivo Y81,Vivo,Y81,3260,6.22,Yes,720,1520,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9790,$200 ,18-Jun,248.8,5.516649361
Panasonic P90,Panasonic,P90,2400,5,Yes,720,1280,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3899,$70 ,18-Jun,87.08,4.466827236
Lephone Dazen 6A,Lephone,Dazen 6A,3000,5.7,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,1,No,No,7900,$100 ,18-Jun,124.4,4.82350218
Comio C1 Pro,Comio,C1 Pro,2500,5,Yes,720,1440,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6499,$85 ,18-Jun,105.74,4.660983251
iVoomi V5,iVoomi,V5,2800,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,2999,$60 ,18-Jun,74.64,4.312676557
LG Q Stylus+,LG,Q Stylus+,3300,6.2,Yes,1080,2160,8,4000,64,16,5,Android,Yes,Yes,Yes,1,No,No,16999,$400 ,18-Jun,497.6,6.209796541
LG Q Stylus,LG,Q Stylus,3300,6.2,Yes,1080,2160,8,3000,32,16,5,Android,Yes,Yes,Yes,1,No,No,14999,$350 ,18-Jun,435.4,6.076265149
Lenovo A5,Lenovo,A5,4000,5.45,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5300,$100 ,18-Jun,124.4,4.82350218
BlackBerry KEY2,BlackBerry,KEY2,3500,4.5,Yes,1080,1620,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,19994,$650 ,18-Jun,808.6,6.695304357
HTC U12+,HTC,U12+,3500,6,Yes,1440,2880,8,6000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,74990,$800 ,18-Jun,995.2,6.902943722
Nokia 7 Plus,Nokia,7 Plus,3800,6,Yes,1080,2160,8,4000,64,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,12000,$400 ,18-Mar,497.6,6.209796541
Samsung Galaxy S9+,Samsung,Galaxy S9+,3500,6.2,Yes,1440,2960,8,6000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,29999,$840 ,18-Mar,1044.96,6.951733886
Samsung Galaxy S9,Samsung,Galaxy S9,3000,5.8,Yes,1440,2960,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,26999,$720 ,18-Mar,895.68,6.797583206
Oppo F7,Oppo,F7,3400,6.23,Yes,1080,2280,8,4000,64,16,25,Android,Yes,Yes,Yes,2,Yes,Yes,18990,$340 ,18-Mar,422.96,6.047277612
Vivo X21,Vivo,X21,3200,6.28,Yes,1080,2280,8,6000,64,12,12,Android,Yes,Yes,Yes,2,Yes,Yes,18290,$400 ,18-Mar,497.6,6.209796541
Itel S42,Itel,S42,3000,5.65,Yes,720,1440,4,3000,16,13,13,Android,Yes,Yes,No,2,Yes,Yes,8480,$135 ,18-Mar,167.94,5.123606773
Huawei P20 Lite,Huawei,P20 Lite,3000,5.84,Yes,1080,2280,8,4000,64,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,12800,$370 ,18-Mar,460.28,6.131835
Vivo V9,Vivo,V9,3260,6.3,Yes,1080,2280,8,4000,64,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,13740,$355 ,18-Mar,441.62,6.090449784
Honor 7C,Honor,7C,3000,5.99,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7799,$140 ,18-Mar,174.16,5.159974417
Nokia 1,Nokia,1,2150,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4672,$90 ,18-Mar,111.96,4.718141665
Lava Z91,Lava,Z91,3000,5.7,Yes,720,1440,4,2000,16,13,8,Android,No,No,No,2,No,No,7999,$180 ,18-Mar,223.92,5.411288845
LG K9,LG,K9,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,No,2,Yes,Yes,6299,$150 ,18-Mar,186.6,5.228967288
Samsung Galaxy J7 Prime 2,Samsung,Galaxy J7 Prime 2,3300,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,10500,$200 ,18-Mar,248.8,5.516649361
Intex Aqua Lions E3,Intex,Aqua Lions E3,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,No,No,3999,$80 ,18-Mar,99.52,4.600358629
